dataset,method,category,scope,seed,n_decisions,fee,annualization_factor,protocol_id,split_protocol_id,accounting_protocol_id,APV,GARR,ARR,AVol,ASR,MDD,Calmar,Turnover
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,1,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2389089855449644,0.11401710453181968,0.12744362550143454,0.19508710047685457,0.6532652604396806,0.25219392712911504,0.4521009123009003,120.34603940910705
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,2,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.0998228052560102,0.04912358709266185,0.06315881424718506,0.1741016512913911,0.3627697599575157,0.21738986784965797,0.22596999381146243,143.37076997257003
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,3,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2505974772711455,0.11930190866529178,0.12968755228303136,0.1837609789464952,0.7057404299135338,0.22376573803443445,0.5331553870277177,110.77429432966684
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,4,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.5047746796565225,0.22869933531993403,0.23157234526297474,0.22492683160738627,1.0295452241428817,0.25065667115196155,0.9124007522675676,145.3377870527704
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,5,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.0082396009857344,0.0041443077503671155,0.016847998505875806,0.1590344550658537,0.10593929786409688,0.17996052460569656,0.02302898238070556,125.47983593920443
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,6,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3632919445748835,0.16904920192070416,0.1708557852006905,0.16937688207678184,1.0087314343361111,0.18036980483865672,0.9372367069528129,116.9010567907718
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,7,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3980700234020667,0.1839860287348285,0.18295841006244892,0.16702160413356268,1.095417631818109,0.1869039797870935,0.9843879672568294,135.9576705453457
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,8,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.204552780761535,0.09833853399700687,0.10763741073546017,0.16461538213199087,0.6538721311545176,0.17918750527247196,0.5488024058791019,144.182987594928
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,9,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.238604239405947,0.1138789873525301,0.12262530194903405,0.17051720090478276,0.7191374318741506,0.21212204650005873,0.5368559715102437,111.71924848242793
DJIA30_2026,FinGAT,Learned baseline,common fixed five-day,10,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3172426121809822,0.14897756531260553,0.15367178169968868,0.1706793268223667,0.9003538071111652,0.16674189662561412,0.8934621011724794,111.83636179655493
DJIA30_2026,GERU,Learned baseline,common fixed five-day,1,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3911698910436514,0.1810372772523552,0.1869194203265089,0.2010805254233209,0.929574954774961,0.23686722676638605,0.7642985470121875,132.92814106662172
DJIA30_2026,GERU,Learned baseline,common fixed five-day,2,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1379569255999287,0.06730222533226926,0.07722448868906809,0.1543488188577721,0.5003244550917373,0.18923959745417218,0.35564557438126937,158.69057706813294
DJIA30_2026,GERU,Learned baseline,common fixed five-day,3,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1535682320693423,0.07465686399330984,0.08884712995935005,0.18335342661316983,0.48456760040157537,0.11499685100350576,0.6492078986670154,122.28143516082947
DJIA30_2026,GERU,Learned baseline,common fixed five-day,4,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.089246053847932,0.04402645027224095,0.057060316968774824,0.16688769132064551,0.34190848059095863,0.16035849779499178,0.27455015404625444,120.56003853585031
DJIA30_2026,GERU,Learned baseline,common fixed five-day,5,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.264787383711378,0.1256848793805032,0.13429274285657092,0.1777416994403348,0.755550010377002,0.11957645527456984,1.051083836629103,125.00228101729635
DJIA30_2026,GERU,Learned baseline,common fixed five-day,6,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.4713994609488523,0.21488793373604942,0.21190489393424977,0.1843994879004456,1.1491620521671617,0.15050276619532887,1.427800559208053,146.72992562455082
DJIA30_2026,GERU,Learned baseline,common fixed five-day,7,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.6359808092479975,0.2815755557777211,0.2590219617570119,0.14439781241598826,1.7938080738426205,0.12896655787654898,2.1833222535663426,150.41792531120223
DJIA30_2026,GERU,Learned baseline,common fixed five-day,8,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1284300034645809,0.0627893920792073,0.07437123917575672,0.16293257901475727,0.456454072141218,0.12666344994274648,0.49571831580135334,165.62600212124045
DJIA30_2026,GERU,Learned baseline,common fixed five-day,9,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2224757225905203,0.10654500614130202,0.11814051363545956,0.18293038745132476,0.6458222457266435,0.138696022578227,0.7681907826968056,117.05172295528276
DJIA30_2026,GERU,Learned baseline,common fixed five-day,10,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2529022222459192,0.12034107424916951,0.13304185714640793,0.1950417410340855,0.6821199218230806,0.21596605691271853,0.557222167082509,99.32370533675822
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,1,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.0227002381292416,0.011377230466203203,0.023541622530650206,0.15713333450075315,0.1498194040459147,0.22469666872410554,0.05063373004507142,182.86966502294314
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,2,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3726537015156863,0.17308839023993294,0.17388391474858653,0.1683264432876242,1.0330160333244025,0.2072688272874006,0.8350912797896387,164.66780622565233
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,3,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.417501182176908,0.19225131084330283,0.190106975609616,0.16762064364977663,1.1341501349131071,0.19379423400761886,0.9920383432860269,163.0118304434613
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,4,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.111011691003222,0.05448932848889898,0.06901361728293895,0.1783237279666566,0.3870130916949161,0.16857246912510904,0.3232397838846316,166.2910013030454
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,5,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.0321466195878077,0.016074758882750784,0.027450146838400965,0.1518721991288464,0.18074504086895204,0.2201436129514095,0.07301941976530944,159.98514943606864
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,6,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.144291052551405,0.07029229031760842,0.08325324498930174,0.17477869905615104,0.47633519095227406,0.1677792316519947,0.4189570403052488,164.70661653623122
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,7,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1510784485903964,0.07348722645494266,0.08860343646935831,0.18718204146795567,0.4733543654855727,0.2302519556579905,0.3191600533638829,161.3143911370563
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,8,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1516809759495952,0.07377039362459059,0.08597660766653083,0.1721343898564992,0.49947374105898135,0.18345624849645692,0.40211436911627085,171.41030019835998
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,9,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1902298826523718,0.0917367965298923,0.10156421972517393,0.16589764675133337,0.6122101290406498,0.1899874171190482,0.4828572224465214,175.3309316329495
DJIA30_2026,StockFormer v2,Learned baseline,common fixed five-day,10,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1684217581376983,0.0816088108674975,0.08923803849553584,0.14633932747981715,0.6098021634535896,0.1196966200364834,0.6817971204418573,165.361680133209
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,1,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.1178045752886927,0.05773385474143833,0.07613765283856293,0.19933852925578321,0.38195151295044494,0.23973112533990337,0.24082752984027517,134.4521059887056
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,2,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.4742939853813186,0.2160918649151764,0.21514469353834634,0.19466587939380822,1.1051998131789165,0.2047561433982822,1.0553620581476009,140.44112961547597
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,3,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3119842445804302,0.14666359461629175,0.15948283867089905,0.21222257360035693,0.7514885714807429,0.24687416824771125,0.5940823847926077,127.93491197453423
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,4,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.5231354509693942,0.23623267225450006,0.2300996176267789,0.18793464167965343,1.224359785775942,0.10237392856376515,2.3075472004315922,126.61526446337274
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,5,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2132836486999652,0.10234369319418968,0.11587026802614894,0.19176262944086483,0.6042380017629069,0.19437169563669066,0.5265359900213307,129.56093809786984
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,6,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.4333256683103042,0.19894101863998226,0.20105889169209873,0.1972609089285087,1.0192536006460686,0.2026736486051589,0.9815830524053553,131.3339369281563
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,7,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2160094626471518,0.1035911906012843,0.11703671507147524,0.1915330136221345,0.6110524387318985,0.18415694094418067,0.5625158089082483,127.7877679862874
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,8,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.192280744617489,0.09268449155550207,0.10693141122689263,0.19112944516292105,0.5594711538860117,0.20786670653200645,0.4458842548757605,131.30950245833753
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,9,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2353520826554294,0.1124039924098319,0.1219668809035436,0.17525253864018756,0.6959492960838348,0.18805167763168074,0.5977292722162634,141.08169987417392
DJIA30_2026,MASTER,Learned baseline,common fixed five-day,10,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8689120277335434,0.3705055069174452,0.3363031175167608,0.20212064106069638,1.663873198461555,0.20817185359310997,1.7798059657076912,134.93832152127618
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,1,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.4371832551252108,0.2005662290852721,0.19823118142210977,0.17412457125005096,1.1384446204174172,0.21530353646357114,0.9315510203856194,96.80503366576022
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,2,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.0405995820531824,0.02026023018581924,0.034911251625792686,0.17330560955052168,0.20144328689842803,0.24402534563496636,0.0830251059909416,118.51779121498113
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,3,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2322740993996344,0.11100621768372965,0.12723913560088487,0.2103801561232209,0.6048057856101227,0.248230826356863,0.4471894942014344,86.7969599127576
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,4,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.3955263878393613,0.18289985531782071,0.1894485739716985,0.20654626932781092,0.917220991636617,0.24949359537717253,0.7330843705279144,51.13584595065256
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,5,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2307964227304302,0.11033455946390558,0.12369722105045752,0.1959624240806655,0.631229286077514,0.20923857206461594,0.5273146264343299,92.08804139829736
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,6,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.386747523322163,0.17914357535603376,0.18124029458090335,0.17766430405759415,1.020127794056762,0.20974717495668238,0.8540929115876341,134.95903041637106
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,7,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2989330793653115,0.14090040834861828,0.15263890574775205,0.20399443039816564,0.7482503588447217,0.1772889659544188,0.7947500149831318,63.524620141030354
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,8,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.7166021863821779,0.3130265545392441,0.29775080283026,0.22362839223822178,1.3314534878606952,0.19841013350235226,1.5776742297062816,51.0716923339909
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,9,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.6763132437336659,0.29740333151906095,0.28687350930870126,0.22814658688294237,1.2574087266792666,0.23227272965435597,1.2804057194386338,13.346729790184337
DJIA30_2026,DeepTrader,Learned baseline,common fixed five-day,10,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.7235833220804841,0.3157151354558907,0.29863913930908403,0.21879015678823002,1.3649569235335433,0.23278322731470424,1.3562623866756052,46.73142339140925
DJIA30_2026,Buy-and-Hold Equal Weight,Classical baseline,common fixed five-day,deterministic,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.4705378630943748,0.21452933904688032,0.2043123819109962,0.13827121762825983,1.4776204723985804,0.15206653127006986,1.4107597329610724,1.0000000000000113
DJIA30_2026,Equal-Weight Rebalanced,Classical baseline,common fixed five-day,deterministic,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.4366654810916077,0.20034821548562176,0.19196300850363232,0.1339837258489181,1.4327337688764714,0.13569997525302135,1.4764056891835065,3.3438779479808933
DJIA30_2026,Momentum-15 Top-5 Equal Weight,Classical baseline,common fixed five-day,deterministic,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2364719914746287,0.11291213708782877,0.12184824229223153,0.1718360523080576,0.7090959123862386,0.22430674118403637,0.5033827182001099,97.19468220787563
DJIA30_2026,Volatility-Scaled Momentum-15 Top-5,Classical baseline,common fixed five-day,deterministic,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.2632730198423257,0.12500537994628358,0.13111343303468603,0.16310490429890884,0.8038595381191317,0.18289959222754215,0.6834645087167094,110.58868732808763
DJIA30_2026,Minimum Variance (15-day shrinkage),Classical baseline,common fixed five-day,deterministic,100,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.09015101014793,0.04446352349071625,0.05192860924360044,0.12995015081864025,0.39960407061068004,0.16071697403029184,0.2766572962127559,77.30206142530932
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,1,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.5306278518131464,0.2419823917227666,0.2710172372067038,0.3318495816794093,0.8166869936528232,0.33574142659502115,0.7207403452617457,47.63713833680053
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,2,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.774140302599849,0.3389288757667821,0.3449456083758826,0.32478045814406764,1.0620885577508177,0.3731390772870049,0.9083178267766644,42.33929144625398
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,3,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.172929351913482,0.48452273877338303,0.49774998837375173,0.45827574953611716,1.0861364339649038,0.42217720441571227,1.1476762215145087,43.29490642019929
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,4,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.1652832154296866,0.48186106862049427,0.5359811321798295,0.5484897386275249,0.9771944567659634,0.4626482127212167,1.0415280019915583,17.575844933903532
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,5,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8617909496294713,0.37220619229732765,0.4279207863575658,0.486173326086713,0.8801815389625934,0.3785730157986755,0.983182046169044,50.656474856389416
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,6,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8868142570892048,0.38156462068569463,0.40769144573066624,0.41594665865590824,0.9801531933158979,0.42771471624362367,0.8921007535975399,26.72314823133435
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,7,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.650579596013933,0.6425514366776359,0.5643786319978069,0.36631988422038236,1.5406715723306739,0.38619213491468296,1.6638128500974976,31.51674009879042
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,8,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8384951927049598,0.3634381880779425,0.3889340951776907,0.40340764855480166,0.9641217675744074,0.35101442811743633,1.0353938726312117,48.43538164698413
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,9,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8278487221852455,0.35941294049136596,0.341338865693808,0.2596544174154848,1.3145890953498252,0.21414125507675963,1.6783918650450294,33.403219958876115
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,10,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.1159282342428285,0.46456808575294484,0.44430636705947674,0.3548551093314685,1.252078257789582,0.26726972465298526,1.7381994401203715,45.729624513486336
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,1,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.410186602777547,0.1912292591225102,0.2217755722259957,0.3077326939012569,0.7206760172747764,0.3328449015707158,0.5745296329313967,46.96693775933349
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,2,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.70000117356799,0.31014572327184475,0.3101430319317193,0.2806127080121395,1.105235162472764,0.33874614352968657,0.9155697539171088,39.37929327478277
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,3,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.147876189081355,0.4757843060689335,0.4850969883762099,0.4419127348971963,1.0977212242798564,0.41511897253138563,1.1461396311703416,43.74870562261502
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,4,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.0965956163312667,0.4577404246189549,0.5089784279101056,0.5264968005984897,0.9667265353398724,0.45607365283034373,1.0036546110003666,17.828127944825365
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,5,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8517851406913743,0.3684468656731581,0.40416090102369184,0.4349887931134986,0.9291294567173757,0.36110538161114314,1.0203305861276823,50.72458235113378
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,6,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.8135372094727709,0.3539838243540938,0.377381398059848,0.38903711614445163,0.9700395730872223,0.410665917135552,0.861975171504801,27.790079221655702
SP500_TOP50_EX_PLTR_2026,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,7,99,0.001,50.4,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.5125365454157262,0.5984298419401208,0.5270706929311026,0.33673960329621716,1.5652174195485358,0.37443507804531684,1.5982205648683763,35.62137504530229
