dataset,method,category,scope,n,seed_scope,APV_mean,APV_std,APV_ci95_low,APV_ci95_high,GARR_mean,GARR_std,GARR_ci95_low,GARR_ci95_high,ARR_mean,ARR_std,ARR_ci95_low,ARR_ci95_high,AVol_mean,AVol_std,AVol_ci95_low,AVol_ci95_high,ASR_mean,ASR_std,ASR_ci95_low,ASR_ci95_high,MDD_mean,MDD_std,MDD_ci95_low,MDD_ci95_high,Calmar_mean,Calmar_std,Calmar_ci95_low,Calmar_ci95_high,Turnover_mean,Turnover_std,Turnover_ci95_low,Turnover_ci95_high
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Momentum-15 Top-5 Equal Weight,Classical baseline,common fixed five-day,1,deterministic,3.325240118389642,0.0,3.325240118389642,3.325240118389642,0.8791311034112437,0.0,0.8791311034112437,0.8791311034112437,0.6844854576356867,0.0,0.6844854576356867,0.6844854576356867,0.3205984419382352,0.0,0.3205984419382352,0.3205984419382352,2.135024279898266,0.0,2.135024279898266,2.135024279898266,0.22764504939073027,0.0,0.22764504939073027,0.22764504939073027,3.861850304955685,0.0,3.861850304955685,3.861850304955685,91.33697403454066,0.0,91.33697403454066,91.33697403454066
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Volatility-Scaled Momentum-15 Top-5,Classical baseline,common fixed five-day,1,deterministic,2.8394310247287615,0.0,2.8394310247287615,2.8394310247287615,0.7296030590818245,0.0,0.7296030590818245,0.7296030590818245,0.5976497666875306,0.0,0.5976497666875306,0.5976497666875306,0.31086693093971607,0.0,0.31086693093971607,0.31086693093971607,1.9225260302885931,0.0,1.9225260302885931,1.9225260302885931,0.24753827178747778,0.0,0.24753827178747778,0.24753827178747778,2.9474353756021214,0.0,2.9474353756021214,2.9474353756021214,104.50875826907789,0.0,104.50875826907789,104.50875826907789
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,DeepTrader,Learned baseline,common fixed five-day,10,001-010,1.8092874894391948,0.4395911218517913,1.494822944619124,2.1237520342592657,0.35611928394754344,0.17405780734136983,0.23160582942778307,0.4806327384673038,0.3311574980317911,0.13148326975463,0.23710003299321272,0.42521496307036954,0.2556287018530348,0.02650231298870103,0.23667008923237148,0.27458731447369816,1.290052732317146,0.4807847924869567,0.9461200107259286,1.6339854539083634,0.28081756766912347,0.08371422467460478,0.22093201892016512,0.3407031164180818,1.4565693261616857,0.9370999681164089,0.786208392384723,2.126930259938648,120.25083380376975,14.860870615666073,109.6200073801165,130.881660227423
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,FinGAT,Learned baseline,common fixed five-day,10,001-010,2.996901092213146,0.7169059710586015,2.48405745488477,3.509744729541522,0.7665191874719205,0.23553894318521273,0.5980247778393466,0.9350135971044944,0.6219378756402817,0.1546539532888463,0.5113051021194409,0.7325706491611225,0.34471924345836824,0.027992735180712255,0.32469444702983774,0.36474403988689874,1.781293229034522,0.352313543344549,1.5292633027360039,2.0333231553330404,0.24862318615386575,0.05438912809373362,0.20971554776229032,0.2875308245454412,3.269804054608091,1.1264409511059805,2.463996741066264,4.075611368149918,101.79232971653677,9.846924438667134,94.74826431676493,108.83639511630861
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,GERU,Learned baseline,common fixed five-day,10,001-010,2.3722039212731785,0.9424779388554472,1.6979958189879365,3.0464120235584202,0.5431214440904808,0.3422499835450046,0.2982905547932154,0.7879523333877462,0.4583777946622642,0.24684974061274448,0.2817921279778702,0.6349634613466582,0.30126187085576034,0.059563605960095696,0.25865263398769045,0.3438711077238302,1.4506624479189025,0.6298949063785486,1.0000627766052625,1.9012621192325425,0.2628011699547482,0.07574716532271172,0.20861491213344474,0.3169874277760517,2.3616322455992163,1.6062814695355128,1.2125677034342794,3.510696787764153,124.34805445217053,22.817953488806783,108.02507384383517,140.6710350605059
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,MASTER,Learned baseline,common fixed five-day,10,001-010,2.1008285905179447,0.49289381587386455,1.7482335954223425,2.453423585613547,0.46788331430243935,0.1774028636735041,0.34097695063462585,0.5947896779702528,0.4305373203487145,0.1203146270522759,0.344469420997584,0.516605219699845,0.32321245181967356,0.012775844184664134,0.3140731634525689,0.3323517401867782,1.3298331056276953,0.35424044833795065,1.0764247545349979,1.5832414567203927,0.266594063840229,0.030344277130512912,0.24488707563822887,0.2883010520422291,1.8317658658626736,0.8684012676867342,1.2105490218692885,2.452982709856059,137.41694870429217,5.006135896017627,133.8357748188483,140.99812258973603
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,StockFormer v2,Learned baseline,common fixed five-day,10,001-010,1.5325288894177516,0.2477842156727206,1.3552747395457463,1.7097830392897568,0.2476707548756823,0.10466166643039079,0.17280030900430415,0.32254120074706044,0.2433192471982498,0.08415065628442707,0.18312149408322118,0.3035170003132784,0.22133165442200226,0.024741295021812583,0.20363279816549099,0.23903051067851352,1.1047361010415646,0.38470665001196974,0.8295335421826626,1.3799386599004666,0.2448038618493463,0.06662446769814044,0.19714358877486207,0.29246413492383055,1.1202898932470682,0.6734909478219459,0.6385034926139106,1.6020762938802258,168.1108251491724,9.529523006388995,161.29381505594571,174.92783524239908
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Proposed No-Sparse + Reliability-policy,M1 control,common fixed five-day,10,001-010,2.023350594036521,0.8995861319150392,1.3798254420556604,2.6668757460173818,0.4188690652187355,0.3193138919949353,0.1904456674077876,0.6472924630296835,0.3708198622643478,0.22270777728111585,0.21150431577292492,0.5301354087557707,0.28698996822232137,0.034119804269925134,0.26258213060746305,0.3113978058371797,1.2386896700157783,0.6290131637361321,0.7887207593906798,1.688658580640877,0.290342046185187,0.0852552386835811,0.2293541224227099,0.3513299699476641,1.813938719014597,1.9167862267227103,0.442752454459054,3.18512498357014,148.95402191264344,5.70806427811496,144.87071871156945,153.03732511371743
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Proposed Fixed-5 + Reliability-policy,M2 control,common fixed five-day,10,001-010,2.1036780948092115,0.2746472100164578,1.907207316418363,2.3001488732000603,0.4747536448903542,0.10199731968715482,0.40178915786165037,0.547718131919058,0.4136851238484721,0.074189499742683,0.360613152857035,0.46675709483990924,0.2263162408625397,0.022231338043199354,0.21041289966436869,0.24221958206071073,1.8197662753378883,0.21698716949107094,1.6645430051354235,1.974989545540353,0.21885648273462593,0.01861922488888256,0.2055370916265429,0.23217587384270896,2.165546319158194,0.41603168021279774,1.8679351836153901,2.463157454700998,37.28995786280946,12.45089843233815,28.38312168369704,46.196794041921876
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Proposed Feedback + Equal-policy,M3 composition control,common fixed five-day,10,001-010,2.4337910728959526,0.27117173287522645,2.2398065010796273,2.627775644712278,0.5928801009157351,0.09402784810868084,0.5256166304176295,0.6601435714138406,0.5052089596226376,0.06202133141915517,0.4608415718744496,0.5495763473708256,0.2797881054974424,0.029366434835199542,0.2587806235343449,0.30079558746053986,1.815970477951058,0.23806957085611333,1.6456657663376648,1.986275189564451,0.24522075994209516,0.03639861032415101,0.2191827626789786,0.2712587572052117,2.4781968293111927,0.6034247710553207,2.0465327521030017,2.9098609065193837,50.83619800779187,15.761342126017416,39.56121307057896,62.111182945004785
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Proposed Feedback + Profit-score,M3 composition control,common fixed five-day,10,001-010,2.6431575977878707,1.11562586805601,1.8450869285944864,3.441228266981255,0.6321410488477079,0.3689665214131329,0.36819829968285017,0.8960837980125658,0.555948282374184,0.257650141300224,0.3716364744707512,0.7402600902776169,0.4183256147838173,0.08246461037975719,0.35933398625047785,0.47731724331715675,1.2686019606582457,0.4298253599977671,0.9611234210225159,1.5760805002939755,0.31820907340856436,0.07802599925134858,0.26239263599885027,0.37402551081827845,2.023449104944885,1.2642409863338044,1.1190655845598334,2.9278326253299367,59.54256139607446,42.07938222843825,29.440784719981902,89.64433807216702
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Proposed Feedback J=1,M3 learner-count control,common fixed five-day,10,001-010,2.0314167099436435,0.7084444245477504,1.5246260983469968,2.5382073215402903,0.4296303888514049,0.27306333528312243,0.23429264618924023,0.6249681315135696,0.40246908022005135,0.20968104409656704,0.25247229727443266,0.55246586316567,0.3487895817113811,0.06558861039946465,0.3018703163091047,0.39570884711365745,1.1350581917751328,0.5730044923228317,0.7251554710397805,1.544960912510485,0.2968776104169893,0.08012902144257943,0.23955676155936861,0.35419845927460997,1.5151616611707044,0.9258874317553172,0.8528216927130958,2.177501629628313,64.59934046712917,42.72274982406833,34.03732633842489,95.16135459583344
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Standard + Equal-policy,M3 training control,common fixed five-day,10,001-010,1.9669003158908716,0.4130951406159021,1.6713898542283632,2.26241077755338,0.41970125341285736,0.1529446206932093,0.3102912627689063,0.5291112440568084,0.3752703140375793,0.10907291757098676,0.2972442491988049,0.45329637887635377,0.23872172359666827,0.026913559465125584,0.21946892296903853,0.257974524224298,1.5634532129673426,0.35996567541510954,1.3059492811467492,1.820957144787936,0.22203426943683224,0.023804944390917463,0.2050052380705418,0.23906330080312269,1.9389478113161416,0.8005164619909424,1.3662928318877179,2.5116027907445653,66.66439846220644,8.473755146893913,60.60263919837141,72.72615772604146
TAIWAN50_0050_EX_LATE_HISTORY_2026_PREVCLOSE_ADJUSTED,Proposed Feedback + Reliability-policy,Proposed headline,common fixed five-day,10,001-010,2.509384922917504,0.34011301099052604,2.2660827316949548,2.7526871141400533,0.6175130735055523,0.11705291236774068,0.53377846427931,0.7012476827317946,0.5236461186767929,0.07852786707302081,0.46747066665496106,0.5798215706986247,0.2935361410155338,0.03403721375065371,0.26918738509900403,0.3178848969320636,1.7917749618864907,0.24785609777408973,1.6144693906568552,1.969080533116126,0.26091291902305414,0.04168574500754279,0.23109273345137624,0.290733104594732,2.44417815833731,0.6992299108459592,1.9439792127524007,2.944377103922219,53.831909391178236,16.464955386160128,42.0535898491897,65.61022893316678
