dataset,method,seed,fee,fee_bps,protocol_id,accounting_protocol_id,APV,GARR,ARR,AVol,ASR,MDD,Calmar,Turnover
DJIA30_2026,Proposed Feedback + Reliability-policy,3,0.002,20,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.632027474214471,0.6286447768990506,0.5438792975910458,0.33048791230453706,1.6456859005780322,0.265699394659241,2.3660000343820373,28.22014570475909
DJIA30_2026,Proposed Feedback + Reliability-policy,3,0.005,50,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.418068500459378,0.560515814476634,0.5008638216025244,0.3306286686736492,1.5148832181183531,0.2736128937513248,2.048572370957281,28.22014570475909
DJIA30_2026,Proposed Feedback + Reliability-policy,4,0.0005,5,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.0200463781645714,0.42528631621958946,0.3906078852411118,0.26554953101155143,1.4709417250829953,0.2792395049373433,1.5230162949723631,37.94439804664063
DJIA30_2026,Proposed Feedback + Reliability-policy,4,0.001,10,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.9820673000092683,0.41171708890687997,0.38097386704628466,0.26550620422235144,1.4348962886277166,0.2827588119047514,1.4560716468336583,37.94439804664063
DJIA30_2026,Proposed Feedback + Reliability-policy,4,0.002,20,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.908207755181657,0.3849539424599795,0.3617058306566317,0.2654292954654249,1.3627200796445165,0.28974910368515616,1.3285768189235667,37.94439804664063
DJIA30_2026,Proposed Feedback + Reliability-policy,4,0.005,50,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,1.702521108859419,0.3075870857048213,0.30390172148767075,0.26527661873484976,1.1456031177456605,0.31033834863387744,0.9911346343719127,37.94439804664063
DJIA30_2026,Proposed Feedback + Reliability-policy,5,0.0005,5,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.4976924533435607,0.5862061766186124,0.5049326071760896,0.29068022625720796,1.7370724306829894,0.2529806149421947,2.3171980064660636,26.380457725635978
DJIA30_2026,Proposed Feedback + Reliability-policy,5,0.001,10,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.4649544052023358,0.5756932725317956,0.4982047143184037,0.29059493833396327,1.7144301176569257,0.2538885141051307,2.267504201838021,26.380457725635978
DJIA30_2026,Proposed Feedback + Reliability-policy,5,0.002,20,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.4007420007639975,0.5548701537055969,0.4847489286030308,0.2904285378638093,1.669081599792181,0.25570137581314634,2.1699928361397163,26.380457725635978
DJIA30_2026,Proposed Feedback + Reliability-policy,5,0.005,50,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.21783479499685,0.4939921417161406,0.444381571456913,0.28996282392049605,1.5325467087420714,0.26199428466212704,1.885507320715803,26.380457725635978
DJIA30_2026,Proposed Feedback + Reliability-policy,6,0.0005,5,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.5437245803645645,0.60087316113279,0.5174939939744979,0.30206104378919224,1.713209977303978,0.25679978903025336,2.339850680570464,22.233945372505353
DJIA30_2026,Proposed Feedback + Reliability-policy,6,0.001,10,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.515595789632179,0.5919264294084621,0.5118374445837711,0.30204460434000396,1.6945756925609856,0.2572567702156887,2.3009168190682807,22.233945372505353
DJIA30_2026,Proposed Feedback + Reliability-policy,6,0.002,20,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.4602544577325505,0.5741783450654989,0.5005243458023187,0.30201487014525535,1.6572837806350045,0.25817003758796997,2.2240316902376827,22.233945372505353
DJIA30_2026,Proposed Feedback + Reliability-policy,6,0.005,50,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.301327839880751,0.5220788792233537,0.4665850494579598,0.30195083535563844,1.5452351668721658,0.26090428641554797,2.0010360366093307,22.233945372505353
DJIA30_2026,Proposed Feedback + Reliability-policy,7,0.0005,5,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.7917314670320805,0.6777232205882788,0.5782748667198918,0.3447577941317604,1.6773366014138182,0.2856082365478134,2.372912030759385,25.92829436336112
DJIA30_2026,Proposed Feedback + Reliability-policy,7,0.001,10,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.755762508115603,0.6667937403843645,0.5716509107822436,0.3446660923144608,1.6585644005291071,0.2862533503924872,2.3293831826600853,25.92829436336112
DJIA30_2026,Proposed Feedback + Reliability-policy,7,0.002,20,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.6851891423118532,0.645141813720284,0.558402998906951,0.34448627828539835,1.6209731246372836,0.2875421645287787,2.243642475104603,25.92829436336112
DJIA30_2026,Proposed Feedback + Reliability-policy,7,0.005,50,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.483982686018923,0.581812038484681,0.5186592632810704,0.3439756194717902,1.5078372824141573,0.29213684989815214,1.9915736021919812,25.92829436336112
DJIA30_2026,Proposed Feedback + Reliability-policy,8,0.0005,5,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.782259821276958,0.6748519869159111,0.5846517873774537,0.3682765543795015,1.5875346405434811,0.33555777528024977,2.0111350015725042,19.99304266493599
DJIA30_2026,Proposed Feedback + Reliability-policy,8,0.001,10,nextclose_t1_t6_stride5_v2_20260905,drift_full_l1_entry_fee_mark_to_market_v1_20260905,2.754578892268902,0.6664328896043992,0.579558268696813,0.3682437804876108,1.5738440115115853,0.33718000333437204,1.9764899549618788,19.99304266493599
